0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.6402701133327455,0.6517432012721853,0.6535091602726157,0.6548655717683998,0.6810468257055771,0.6835602966160739,0.6887403098133156,0.6543540110789126,0.6396363293803393,0.6705508675235494,0.6865337756843859,0.7001960813823698,0.70058691008211,0.7025139487470673,0.7046937774618254,0.6924127080473061,0.7615481779586721,0.870634921294017,0.9474343172082742,0.90561139053034,0.7939200710130754,0.689007148219769,0.7027751748162228,0.7790338136104404,0.7499106722102162,0.7244696815086771,0.7138567777992364,0.669350841009706,0.6077803771556813,0.5218857676341662,0.5288480628449439,0.5985034922012753,0.6563228108097667,0.6622282005926743,0.6623842586504387,0.667695458095865,0.6698484695876163,0.6775176337913433,0.6940010286482057,0.7258498171134686,0.7355231481846305,0.732937993323973,0.704680162181007,0.6615548450052198,0.6544697111025308,0.6722676056570935,0.6976284917008382,0.7097646566878173,0.7031836166032188,0.7206200319135103,0.7261905500646835,0.763446647986366,0.8399276912301614,0.9261436841866111,0.9184133095095817,0.8212924882498589,0.7039310007874104,0.5903054213334924,0.5773212766724725,0.6721238186309249,0.7169398759085914,0.7419564864600376,0.7332055444918133,0.6884052028008014,0.6305678594179174,0.5543951859773975,0.5581888676223952,0.6275518505932705,0.6844709434401395,0.7076313230611269,0.682269686944649,0.6908794176454349,0.6998019697641804,0.6925013017468395,0.6951020305246929,0.7180882417040397,0.7240935784180937,0.7221718135591555,0.6945282718630539,0.6525298145780423,0.6085664742889265,0.6001420180169883,0.6195681485755595,0.6590143969884203,0.6872755854839672,0.7115348694618246,0.727056290379605,0.7354096943807482,0.7563564234065563,0.8153407165572402,0.9117754559956515,1.0,0.9842461275661423,0.8851557546774069,0.7657927238097537,0.6367477433040558,0.5174359945725522,0.4108903461611044,0.46397403432763973,0.5822971207469623,0.6917470983518395,0.751894012368651,0.7697620893317421,0.7445862257494893,0.6913951235846238,0.632408959203747,0.5640607474342034,0.5407408981671433,0.6081991371214843,0.6723787158785841,0.7038004716370811,0.7175649398377586,0.7030472022203131,0.6780601097050658,0.6842627878618339,0.701666701728394,0.7231177728207259,0.7380579889414891,0.7354994016542467,0.6954506470090052,0.6290829726518261,0.5749654910546544,0.5456455236103728,0.4959573487429809,0.41732858919212834,0.2966827446445697,0.16103535141993408,0.04108169386255556,0.0,0.025764969853501185,0.1272924040278487,0.26253817108251987,0.39046413568693383,0.4722219463733559,0.5217548749423488,0.5945228109540177,0.6406418025553768,0.6404422043356792,0.6223566078922982,0.6084993091477293,0.5978484786562483,0.6137821150600735,0.635324912733584,0.6208791308526833,0.573001592508446,0.49772931985176605,0.4400324799095441,0.42532991174276624,0.4987038296374533,0.5786625921684743,0.640871759510595,0.6775070862210946,0.6714495813793406,0.5846246557683838,0.4625235389268081,0.3401322804461886,0.22073597936545708,0.11937826603056045,0.09936377436449684,0.19178725421172604,0.31230493149454386,0.43199133322166183,0.554671740844515,0.6794586536060225,0.7723397714334554,0.7274119810952993,0.6745076402220604,0.6494980774994477,0.6305075492133856,0.6151096628322517,0.5899260131758184,0.5620883428964367,0.5309392986563806,0.5071851169855934,0.5233430428697918,0.5740005674965358,0.6256700977512142,0.6401932118787035,0.6288291806658579,0.6278083028308248,0.6185209889238519,0.608286291902925,0.6185278202388642,0.6017223378641345,0.6025416262690708,0.6076053955316842,0.5394640489305025,0.4766079557755045,0.4406719345325727,0.49310032630566925,0.5747040924761126,0.6326530784263196,0.6515024231129578,0.65109320360681,0.5801611015818953,0.5000993005988015,0.44069020429068084,0.47552081413421465,0.552734734589361,0.6730773748020651,0.7292369746813598,0.6769098831182321,0.6341851653890513,0.6208368501275499,0.6205582665104723,0.6205081761165352,0.6120432060278955,0.5801842350011124,0.5679727817771338,0.5657400348423005,0.5998254317185223,0.6358896449334557,0.6430416564247365,0.6149706203104319,0.5924211915086453,0.5826258856907165,0.5791313704551189,0.5681169892749365,0.5681429183456705,0.5828379463967344,0.5381676149173833,0.4685351796050994,0.40643991647128797,0.4102445474500942,0.5040599713832399,0.5831403749591733,0.6262815718144679,0.6285458343899708,0.6328671132531603,0.6242261713873738,0.5801731899116049,0.46426324170397004,0.3477969100035825,0.3067415695830662,0.3908262068369508,0.5075112891091118,0.6323693980879161,0.7370523637458977,0.7164149448447454,0.6321890333809739,0.5980932540962578,0.5814458321300497,0.5687123574310644,0.5954848893613471,0.5970174231253615,0.5944533967165233,0.5675227945645314,0.5422915885701243,0.5641882994675944,0.5948682408053112,0.5966136017046244,0.582985246798025,0.5735833674087871,0.5734838893596197,0.5734838893596197
